STATE,DISTRICT,rape_avg,kidnapping_avg,assault_avg,domestic_avg,dowry_avg,trafficking_avg,other_ipc_avg,total_crime_avg,risk_label,risk_encoded
KERALA,PALAKKAD,235.16666666666663,36.97222222222222,215.44444444444443,384.6666666666667,3.388888888888889,0.0,7116.916666666667,7992.555555555556,High,1
KERALA,PATHANAMTHITTA,130.16666666666666,22.166666666666668,219.4722222222222,121.7777777777778,0.5555555555555555,0.0,2560.722222222222,3054.861111111111,High,1
KERALA,THRISSUR,152.42857142857142,26.02857142857143,246.64285714285717,276.7285714285714,1.3857142857142857,0.2857142857142857,6115.957142857143,6819.457142857143,High,1
KERALA,TRIVANDRUM,217.9,57.957142857142856,511.2,244.77142857142857,3.442857142857143,0.0,4265.085714285714,5300.357142857143,High,1
KERALA,WAYANADU,158.83333333333334,20.555555555555557,148.94444444444446,92.91666666666669,0.8055555555555557,0.0,1289.0555555555557,1711.111111111111,Low,0
LAKSHADWEEP,LAKSHADWEEP,3.583333333333333,0.0833333333333333,1.805555555555556,0.1944444444444444,0.0,0.0,25.08333333333333,30.75,Low,0
MADHYA PRADESH,AGAR,78.5,38.5,80.5,37.0,1.5,0.0,692.5,928.5,High,1
MADHYA PRADESH,ALIRAJPUR,75.0,39.8,23.73333333333333,11.533333333333331,0.1999999999999999,0.0,529.4,679.6666666666666,High,1
MADHYA PRADESH,ANUPPUR,194.33333333333331,109.23333333333332,140.9,78.0,7.533333333333334,0.0,992.2333333333332,1522.2333333333331,Low,0
MADHYA PRADESH,ASHOK NAGAR,187.6,76.83333333333333,197.7,51.96666666666667,9.533333333333331,0.0,1245.0666666666666,1768.7,Low,0
MADHYA PRADESH,BALAGHAT,297.25,137.27777777777777,209.33333333333331,83.47222222222221,8.11111111111111,0.3333333333333333,1624.0555555555557,2359.833333333333,High,1
MADHYA PRADESH,BARWANI,157.91666666666666,64.5,114.94444444444444,16.63888888888889,4.777777777777778,0.3333333333333333,1245.4166666666667,1604.5277777777776,Low,0
MADHYA PRADESH,BETUL,411.3055555555556,212.05555555555557,412.8055555555555,177.5,10.47222222222222,2.6666666666666665,2433.027777777778,3659.8333333333335,High,1
MADHYA PRADESH,BHIND,167.33333333333334,142.0,157.83333333333334,63.75,30.527777777777786,0.0,1648.3333333333333,2209.777777777778,High,1
MADHYA PRADESH,BHOPAL,502.0,373.0,421.6666666666667,285.30555555555554,20.38888888888889,0.0,7766.861111111112,9369.22222222222,High,1
MADHYA PRADESH,BURHANPUR,97.4,30.933333333333334,108.26666666666668,37.16666666666666,4.833333333333333,0.0,807.2666666666668,1085.8666666666666,Low,0
MADHYA PRADESH,CHHATARPUR,217.0,182.5,288.1666666666667,72.36111111111111,22.666666666666668,0.0,2691.833333333333,3474.5277777777774,High,1
MADHYA PRADESH,CHHINDWARA,468.0833333333333,361.0277777777778,303.55555555555554,147.33333333333334,10.444444444444445,0.0,1331.5,2621.9444444444443,High,1
MADHYA PRADESH,CYBER CELL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,0
MADHYA PRADESH,DAMOH,143.25,107.9722222222222,192.13888888888889,65.33333333333333,27.27777777777777,0.0,1034.2777777777778,1570.25,Low,0
MADHYA PRADESH,DATIA,102.0,137.0,176.0,57.0,14.0,0.0,1923.0,2409.0,High,1
MADHYA PRADESH,DATIYA,76.375,58.29166666666667,64.79166666666666,33.875,13.083333333333332,0.0,1307.0,1553.4166666666663,High,1
MADHYA PRADESH,DEWAS,285.0833333333333,85.02777777777777,249.88888888888889,130.5,10.833333333333334,0.6666666666666666,3683.0277777777774,4445.027777777777,High,1
MADHYA PRADESH,DHAR,340.6666666666667,407.52777777777777,298.11111111111114,92.30555555555556,35.47222222222222,0.0,3001.055555555555,4175.138888888889,High,1
MADHYA PRADESH,DINDORI,197.83333333333331,70.77777777777777,167.75,60.91666666666666,4.055555555555555,0.0,1511.1666666666667,2012.5,High,1
MADHYA PRADESH,GUNA,309.3333333333333,151.80555555555554,226.91666666666663,60.22222222222222,8.5,0.3333333333333333,1843.638888888889,2600.75,High,1
MADHYA PRADESH,GWALIOR,384.3333333333333,244.41666666666663,427.3055555555555,347.11111111111114,35.97222222222222,0.3333333333333333,5283.36111111111,6722.833333333333,High,1
MADHYA PRADESH,HARDA,110.25,67.16666666666667,85.77777777777779,19.944444444444446,4.472222222222222,0.0,767.0833333333334,1054.6944444444446,Low,0
MADHYA PRADESH,HOSHANGABAD,243.41666666666663,189.52777777777771,218.27777777777771,89.94444444444444,9.555555555555555,0.0,2087.527777777778,2838.25,High,1
MADHYA PRADESH,INDORE,556.5833333333334,735.8333333333334,506.52777777777777,310.1666666666667,32.63888888888889,0.3333333333333333,8891.666666666666,11033.75,High,1
MADHYA PRADESH,JABALPUR,450.0833333333333,476.22222222222223,450.3888888888889,227.7222222222222,36.97222222222222,1.3333333333333333,4687.11111111111,6329.833333333333,High,1
MADHYA PRADESH,JHABUA,137.25,185.25,109.72222222222224,15.083333333333334,0.861111111111111,0.0,1423.0833333333333,1871.25,Low,0
MADHYA PRADESH,KATNI,203.0,180.4722222222222,231.02777777777771,61.833333333333336,15.944444444444445,0.3333333333333333,1464.8888888888887,2157.5,High,1
MADHYA PRADESH,KHANDWA,240.75,195.1111111111111,301.02777777777777,64.41666666666667,6.527777777777778,0.0,2009.8055555555557,2817.6388888888887,High,1
MADHYA PRADESH,KHARGON,226.0,280.0416666666667,183.875,77.08333333333333,27.5,0.0,2574.333333333333,3368.833333333333,High,1
MADHYA PRADESH,KHARGONE,354.0,126.0,494.0,74.0,43.0,3.0,2596.0,3690.0,High,1
MADHYA PRADESH,MANDLA,207.33333333333331,67.27777777777777,133.27777777777777,50.36111111111111,3.9166666666666665,0.3333333333333333,1123.0555555555557,1585.5555555555557,Low,0
MADHYA PRADESH,MANDSAUR,207.41666666666663,94.7777777777778,211.8888888888889,129.11111111111111,5.222222222222222,0.0,2486.25,3134.6666666666665,High,1
MADHYA PRADESH,MORENA,141.16666666666666,136.08333333333334,155.94444444444443,136.05555555555557,33.02777777777778,0.3333333333333333,2350.9166666666665,2953.5277777777774,High,1
MADHYA PRADESH,NARSINGHPUR,275.0833333333333,118.08333333333331,218.33333333333331,103.16666666666669,18.444444444444443,0.0,884.6111111111112,1617.7222222222224,Low,0
MADHYA PRADESH,NEEMUCH,121.08333333333331,78.52777777777777,106.61111111111111,51.72222222222222,1.8888888888888888,0.0,1267.3055555555554,1627.138888888889,Low,0
MADHYA PRADESH,PANNA,122.08333333333331,117.94444444444444,111.1111111111111,32.11111111111111,13.388888888888893,0.0,1143.5277777777776,1540.1666666666667,Low,0
MADHYA PRADESH,RAISEN,362.0833333333333,92.63888888888889,281.77777777777777,75.44444444444444,10.222222222222223,0.0,2174.583333333333,2996.75,High,1
MADHYA PRADESH,RAJGARH,299.9166666666667,137.08333333333334,285.44444444444446,100.27777777777776,6.75,0.0,2942.333333333333,3771.805555555555,High,1
MADHYA PRADESH,RATLAM,230.16666666666663,190.88888888888889,177.13888888888889,93.80555555555556,7.777777777777779,1.3333333333333333,1753.638888888889,2454.75,High,1
MADHYA PRADESH,REWA,285.6666666666667,227.52777777777771,211.33333333333331,95.94444444444444,38.86111111111112,0.0,3050.25,3909.5833333333335,High,1
MADHYA PRADESH,SAGAR,386.8333333333333,239.83333333333331,541.8611111111111,149.80555555555554,34.861111111111114,0.6666666666666666,3507.111111111111,4860.972222222223,High,1
MADHYA PRADESH,SATNA,394.8333333333333,289.75,306.3333333333333,114.1388888888889,31.88888888888889,0.0,3353.055555555555,4490.0,High,1
MADHYA PRADESH,SEHORE,372.0,289.0,330.0,158.0,12.0,0.0,2090.0,3251.0,High,1
MADHYA PRADESH,SEONI,217.0,104.80555555555554,170.63888888888889,32.666666666666664,11.805555555555555,0.6666666666666666,1613.3333333333333,2150.9166666666665,High,1
MADHYA PRADESH,SHAHDOL,297.0833333333333,252.1111111111111,307.27777777777777,205.72222222222223,12.583333333333334,1.3333333333333333,2315.083333333333,3391.194444444444,High,1
MADHYA PRADESH,SHAJAPUR,180.83333333333331,62.30555555555555,179.83333333333334,76.36111111111111,6.111111111111112,0.0,1190.9722222222224,1696.4166666666667,Low,0
MADHYA PRADESH,SHEOPUR,72.91666666666667,37.47222222222222,67.91666666666667,32.44444444444444,4.333333333333333,0.0,537.4722222222222,752.5555555555555,High,1
MADHYA PRADESH,SHIVPURI,282.0,112.8611111111111,298.63888888888886,77.19444444444444,12.75,0.6666666666666666,2569.4166666666665,3353.5277777777774,High,1
MADHYA PRADESH,SIDHI,132.41666666666666,140.33333333333334,145.41666666666666,61.80555555555555,17.63888888888889,0.3333333333333333,1854.1944444444443,2352.1388888888887,High,1
MADHYA PRADESH,SIHORE,243.25,86.20833333333333,108.91666666666666,60.29166666666667,11.458333333333332,0.0,2230.583333333333,2740.708333333333,High,1
MADHYA PRADESH,SINGRAULI,167.20000000000002,166.0,133.6,80.06666666666666,16.933333333333334,3.0,1533.2,2100.0,High,1
MADHYA PRADESH,TIKAMGARH,217.83333333333331,100.61111111111111,182.25,39.44444444444445,15.916666666666666,0.0,1637.3055555555557,2193.361111111111,High,1
MADHYA PRADESH,UJJAIN,308.8333333333333,162.16666666666666,334.11111111111114,220.5,12.638888888888888,0.3333333333333333,4252.36111111111,5290.944444444444,High,1
MADHYA PRADESH,UMARIA,153.0,182.0,211.0,90.0,2.0,0.0,1546.0,2184.0,High,1
MADHYA PRADESH,UMARIYA,95.5,58.79166666666666,68.125,40.25,4.25,0.0,909.75,1176.6666666666667,High,1
MADHYA PRADESH,VIDISHA,376.0833333333333,229.25,355.8055555555555,117.8611111111111,19.25,0.0,2476.805555555555,3575.055555555555,High,1
MAHARASHTRA,AHMEDNAGAR,262.75,177.72222222222226,298.5,375.0833333333333,10.194444444444445,0.0,1460.8333333333333,2585.083333333333,High,1
MAHARASHTRA,AKOLA,123.25,80.80555555555556,250.1388888888889,134.7777777777778,5.055555555555556,0.0,1342.388888888889,1936.4166666666667,Low,0
MAHARASHTRA,AMRAVATI,153.58333333333334,92.38888888888889,284.51388888888886,122.4722222222222,3.375,0.0,1393.5416666666667,2049.875,Low,0
MAHARASHTRA,AURANGABAD,75.29166666666667,77.7361111111111,209.8055555555556,196.44444444444443,10.138888888888888,0.0,922.1527777777778,1491.5694444444443,Low,0
MAHARASHTRA,BEED,188.83333333333331,133.80555555555557,286.6388888888889,331.0555555555556,5.777777777777779,0.0,892.25,1838.361111111111,Low,0
MAHARASHTRA,BHANDARA,96.16666666666669,43.80555555555555,95.4722222222222,52.5,2.0,0.0,667.75,957.6944444444443,Low,0
MAHARASHTRA,BULDHANA,144.75,67.13888888888889,282.3888888888889,164.61111111111111,22.88888888888889,0.0,1239.0277777777776,1920.805555555556,Low,0
MAHARASHTRA,CHANDRAPUR,226.41666666666663,80.30555555555556,252.94444444444443,172.58333333333334,5.055555555555556,0.0,1356.388888888889,2093.6944444444443,Low,0
MAHARASHTRA,DHULE,89.83333333333333,56.61111111111111,96.3611111111111,202.7777777777778,7.5,0.0,801.0833333333334,1254.1666666666667,High,1
MAHARASHTRA,GADCHIROLI,75.75,19.416666666666668,53.41666666666666,24.166666666666668,0.3888888888888889,0.0,259.5,432.63888888888886,Low,0
MAHARASHTRA,GONDIA,139.0,48.80555555555555,134.47222222222223,52.22222222222222,3.305555555555556,0.0,575.8055555555555,953.6111111111112,Low,0
MAHARASHTRA,HINGOLI,53.583333333333336,41.52777777777778,84.58333333333333,90.30555555555556,3.777777777777777,0.0,555.5833333333334,829.3611111111112,Low,0
MAHARASHTRA,JALGAON,164.41666666666666,136.5,356.25,385.02777777777777,4.194444444444445,0.0,1597.611111111111,2644.0,High,1
MAHARASHTRA,JALNA,84.08333333333333,68.13888888888889,189.08333333333331,299.22222222222223,28.52777777777777,0.0,747.4722222222222,1416.5277777777776,Low,0
MAHARASHTRA,KOLHAPUR,197.0,107.16666666666669,177.41666666666666,153.36111111111111,14.138888888888893,0.0,973.6944444444443,1622.7777777777776,Low,0
MAHARASHTRA,LATUR,113.25,119.1111111111111,174.80555555555554,254.94444444444449,13.416666666666666,0.0,1006.6111111111112,1682.138888888889,Low,0
MAHARASHTRA,MUMBAI,1013.9,731.5214285714286,1384.5857142857144,448.71428571428567,17.835714285714285,21.0,7399.907142857142,11017.464285714286,High,1
MAHARASHTRA,NAGPUR,219.08333333333331,163.20833333333334,251.1527777777778,149.54166666666666,5.833333333333333,0.1666666666666666,1869.7777777777776,2658.7638888888887,High,1
MAHARASHTRA,NANDED,140.0,136.61111111111111,170.72222222222226,262.6111111111111,20.02777777777777,0.0,1584.75,2314.722222222222,High,1
MAHARASHTRA,NANDURBAR,66.41666666666667,42.0,49.63888888888889,68.33333333333333,1.4722222222222223,0.0,433.5555555555556,661.4166666666666,High,1
MAHARASHTRA,NASIK,141.08333333333334,109.09722222222224,183.16666666666663,271.4305555555556,7.819444444444444,0.1666666666666666,1302.875,2015.6388888888887,High,1
MAHARASHTRA,NAVI MUMBAI,178.66666666666666,176.16666666666666,180.13888888888889,112.72222222222224,6.166666666666667,0.0,956.75,1610.611111111111,Low,0
MAHARASHTRA,OSMANABAD,116.66666666666669,67.36111111111111,148.88888888888889,141.88888888888889,3.638888888888889,0.0,692.0833333333334,1170.5277777777776,Low,0
MAHARASHTRA,PALGHAR,294.0,170.0,388.0,73.0,1.0,0.0,594.0,1520.0,Low,0
MAHARASHTRA,PARBHANI,98.0,104.25,156.88888888888889,232.41666666666663,5.222222222222222,0.0,685.8055555555557,1282.5833333333333,Low,0
MAHARASHTRA,PUNE,392.0833333333333,298.63888888888886,421.51388888888886,261.4444444444444,10.583333333333334,0.0,2025.9583333333333,3410.222222222222,High,1
MAHARASHTRA,RAIGAD,110.41666666666669,52.44444444444444,114.63888888888889,61.55555555555555,3.555555555555556,0.0,540.4722222222222,883.0833333333334,Low,0
MAHARASHTRA,RATNAGIRI,81.33333333333333,32.55555555555556,81.58333333333333,36.72222222222222,0.25,0.0,343.1944444444444,575.6388888888888,Low,0
MAHARASHTRA,SANGLI,179.08333333333334,100.05555555555554,170.75,113.6388888888889,7.638888888888888,0.0,1221.2222222222222,1792.3888888888887,Low,0
MAHARASHTRA,SATARA,215.8055555555556,135.33333333333334,284.52777777777777,189.69444444444449,4.694444444444444,0.0,1286.3055555555557,2116.361111111111,Low,0
MAHARASHTRA,SINDHUDURG,31.5,16.166666666666668,52.5,8.25,0.2777777777777778,0.0,187.58333333333331,296.27777777777777,Low,0
MAHARASHTRA,SOLAPUR,161.91666666666666,92.69444444444444,146.20833333333334,92.86111111111111,2.430555555555556,0.0,844.8472222222223,1340.9583333333333,Low,0
MAHARASHTRA,THANE,366.375,373.77777777777777,418.6666666666667,248.33333333333331,8.777777777777779,3.6666666666666665,1263.1805555555557,2682.777777777778,High,1
MAHARASHTRA,WARDHA,169.16666666666666,92.6388888888889,240.16666666666663,100.6388888888889,1.611111111111111,0.0,1387.4722222222224,1991.6944444444443,Low,0
MAHARASHTRA,WASHIM,77.08333333333333,60.05555555555555,194.58333333333331,125.3888888888889,7.527777777777778,0.0,729.1388888888888,1193.7777777777778,Low,0
MAHARASHTRA,YAVATMAL,264.5833333333333,257.27777777777777,650.25,291.1111111111111,11.5,0.0,3824.1666666666665,5298.888888888889,High,1
MANIPUR,BISHNUPUR,19.33333333333333,22.666666666666668,8.027777777777779,1.9166666666666667,0.0,0.0,89.83333333333333,141.7777777777778,Low,0
MANIPUR,C I D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,0
MANIPUR,CHANDEL,1.3333333333333333,4.916666666666667,0.7777777777777778,0.0,0.0,0.0,18.63888888888889,25.666666666666668,Low,0
MANIPUR,CHURACHANDPUR,7.416666666666667,11.02777777777778,3.0,0.0555555555555555,0.0,0.0,30.75,52.25,Low,0
MANIPUR,IMPHAL EAST,32.785714285714285,84.38571428571429,8.971428571428572,5.242857142857143,0.25,0.25,132.7,264.5857142857143,Low,0
MANIPUR,IMPHAL WEST,48.52857142857143,127.96428571428572,39.76428571428571,8.207142857142857,0.0714285714285714,0.5,353.12142857142857,578.1571428571428,Low,0
MANIPUR,SENAPATI,1.5833333333333333,18.75,1.388888888888889,0.3333333333333333,0.0,0.0,47.47222222222223,69.52777777777777,Low,0
MANIPUR,TAMENGLONG,0.1666666666666666,9.583333333333334,0.3611111111111111,0.0,0.0,0.0,23.611111111111114,33.72222222222222,Low,0
MANIPUR,THOUBAL,52.41666666666666,103.6388888888889,28.33333333333333,11.02777777777778,0.0,0.0,126.69444444444446,322.1111111111111,Low,0
MANIPUR,UKHRUL,3.4166666666666665,6.194444444444444,0.3888888888888888,0.3611111111111111,0.0,0.0,14.805555555555555,25.166666666666668,Low,0
MEGHALAYA,GARO HILLS EAST,10.416666666666666,11.888888888888888,5.111111111111111,0.0,0.0,0.0,43.05555555555555,70.47222222222221,Low,0
MEGHALAYA,GARO HILLS NORTH,6.0,34.0,8.0,1.0,0.0,0.0,23.0,72.0,Low,0
MEGHALAYA,GARO HILLS SOUTH,11.75,20.61111111111111,2.9444444444444446,1.4722222222222223,0.0,0.0,23.361111111111114,60.13888888888889,Low,0
MEGHALAYA,GARO HILLS SOUTH W,30.0,7.0,5.0,0.0,0.0,0.0,20.0,62.0,Low,0
MEGHALAYA,GARO HILLS SOUTH WEST,12.0,8.0,17.0,1.0,0.0,0.0,5.0,43.0,Low,0
MEGHALAYA,GARO HILLS WEST,36.0,45.55555555555555,19.194444444444446,6.583333333333333,0.0555555555555555,0.0,101.69444444444444,209.08333333333331,Low,0
MEGHALAYA,JAINTIA HILLS,59.0,16.083333333333332,4.833333333333333,0.0,0.0,0.0,83.41666666666667,163.33333333333334,Low,0
MEGHALAYA,JAINTIA HILLS EAST,37.5,24.0,8.5,0.0,0.0,0.0,71.5,141.5,Low,0
MEGHALAYA,JAINTIA HILLS WEST,51.0,6.5,11.5,1.5,0.0,0.0,93.5,164.0,Low,0
MEGHALAYA,KHASI HILLS EAST,101.91666666666669,61.61111111111112,57.333333333333336,15.333333333333334,1.0277777777777777,0.0,243.05555555555557,480.27777777777777,Low,0
MEGHALAYA,KHASI HILLS SOUTH W,33.0,6.0,2.0,2.0,0.0,0.0,11.0,54.0,Low,0
MEGHALAYA,KHASI HILLS SOUTH WEST,36.0,0.0,7.0,0.0,1.0,0.0,8.0,52.0,Low,0
MEGHALAYA,KHASI HILLS WEST,44.25,10.777777777777777,8.694444444444445,0.0,0.0,0.0,76.72222222222221,140.44444444444443,Low,0
MEGHALAYA,RI BHOI,70.66666666666667,17.694444444444446,11.555555555555555,0.1944444444444444,0.0,0.0,62.97222222222223,163.08333333333334,Low,0
MIZORAM,AIZAWL,104.75,5.138888888888889,61.05555555555557,4.333333333333333,0.0,0.0,125.94444444444444,301.22222222222223,Low,0
MIZORAM,CHAMPHAI,44.16666666666666,1.4166666666666667,13.777777777777777,0.0,0.0,0.0,25.555555555555557,84.91666666666667,Low,0
MIZORAM,KOLASIB,26.0,3.25,11.25,0.3888888888888888,0.0,0.0,32.75,73.6388888888889,Low,0
MIZORAM,LAWNGTLAI,15.333333333333334,0.3611111111111111,6.222222222222221,0.0,0.0555555555555555,0.0,29.222222222222214,51.19444444444444,Low,0
MIZORAM,LUNGLEI,37.66666666666666,0.5555555555555556,15.97222222222222,0.0,0.0,0.0,23.222222222222214,77.41666666666667,Low,0
MIZORAM,MAMIT,18.88888888888889,3.1111111111111107,6.472222222222221,1.0833333333333333,0.0,0.0,12.611111111111112,42.16666666666666,Low,0
MIZORAM,SAIHA,10.75,0.5555555555555556,3.444444444444444,0.0,0.0555555555555555,0.0,26.27777777777777,41.083333333333336,Low,0
MIZORAM,SERCHHIP,20.58333333333333,0.2222222222222222,5.805555555555556,0.0277777777777777,0.0,0.0,13.972222222222223,40.61111111111112,Low,0
MIZORAM,SPL TRAFFIC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,0
MIZORAM,TRAFFIC PS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,0
NAGALAND,DIMAPUR,31.916666666666668,43.22222222222222,14.388888888888893,2.527777777777778,0.3333333333333333,1.0,58.27777777777777,151.66666666666666,Low,0
NAGALAND,KIPHIRE,3.1666666666666665,1.5833333333333333,0.0,0.0,0.0,0.0,8.694444444444445,13.444444444444445,Low,0
NAGALAND,KOHIMA,19.25,10.27777777777778,0.4722222222222222,0.0555555555555555,0.0,0.0,48.91666666666666,78.97222222222223,Low,0
NAGALAND,LONGLENG,1.1666666666666667,0.2777777777777778,0.0,0.0,0.0,0.0,5.277777777777778,6.722222222222221,Low,0
NAGALAND,MOKOKCHUNG,5.0,6.138888888888889,1.4722222222222223,0.0,0.0,0.0,16.944444444444446,29.55555555555556,Low,0
NAGALAND,MON,3.083333333333333,2.5277777777777777,0.0833333333333333,0.0,0.0,0.0,12.02777777777778,17.722222222222225,Low,0
NAGALAND,PEREN,1.9166666666666667,0.3888888888888889,0.8333333333333334,0.0,0.0,0.0,3.3888888888888893,6.527777777777778,Low,0
NAGALAND,PHEK,6.5,0.9166666666666666,2.2777777777777777,0.0,0.0,0.0,14.861111111111112,24.55555555555556,Low,0
NAGALAND,TUENSANG,2.833333333333333,1.8333333333333333,0.0833333333333333,0.0,0.0,0.0,20.5,25.25,Low,0
NAGALAND,WOKHA,1.0833333333333333,2.555555555555556,0.0555555555555555,0.0,0.0,0.0,25.38888888888889,29.08333333333333,Low,0
NAGALAND,ZUNHEBOTO,4.5,1.1666666666666667,0.0,0.0,0.0,0.0,14.25,19.916666666666668,Low,0
ODISHA,ANGUL,148.58333333333334,199.8055555555556,252.91666666666663,51.72222222222222,5.888888888888888,2.0,1317.388888888889,1978.305555555556,Low,0
ODISHA,BALASORE,262.75,375.4166666666667,514.1111111111112,304.94444444444446,29.472222222222214,1.0,890.888888888889,2378.583333333333,Low,0
ODISHA,BARAGARH,128.75,91.2222222222222,154.55555555555557,79.05555555555556,6.472222222222221,0.0,449.0277777777778,909.0833333333334,Low,0
ODISHA,BERHAMPUR,75.75,119.13888888888889,208.5555555555556,74.44444444444444,2.2777777777777777,0.0,378.0833333333333,858.25,Low,0
ODISHA,BHADRAK,170.25,211.44444444444443,189.72222222222223,152.66666666666666,18.472222222222225,0.0,1382.638888888889,2125.1944444444443,Low,0
ODISHA,BOLANGIR,137.75,156.91666666666666,223.08333333333331,44.47222222222222,12.277777777777777,0.0,876.5833333333334,1451.0833333333333,Low,0
ODISHA,BOUDH,80.41666666666667,54.97222222222223,96.33333333333331,18.83333333333333,1.5277777777777777,1.0,65.0,318.0833333333333,Low,0
ODISHA,CUTTACK,137.16666666666666,166.16666666666666,38.86111111111112,57.05555555555557,30.027777777777786,0.0,1240.5277777777776,1669.8055555555554,Low,0
ODISHA,DCP BBSR,152.85,190.35,79.9,65.3,20.75,0.0,1393.1,1902.25,Low,0
ODISHA,DCP CTC,100.8,169.75,60.4,128.4,9.85,0.0,1008.8,1478.0,Low,0
ODISHA,DEOGARH,63.333333333333336,26.02777777777777,63.52777777777778,18.166666666666668,1.3333333333333333,0.0,211.3888888888889,383.77777777777777,Low,0
ODISHA,DHENKANAL,100.33333333333331,119.05555555555556,444.1944444444445,42.25,14.25,1.6666666666666667,508.1111111111112,1229.861111111111,Low,0
ODISHA,GAJAPATI,46.583333333333336,27.05555555555556,95.80555555555554,9.305555555555555,2.75,1.3333333333333333,79.97222222222221,262.80555555555554,Low,0
ODISHA,GANJAM,199.5,163.63888888888889,499.8611111111111,49.25,18.02777777777777,0.0,486.4444444444445,1416.7222222222224,Low,0
ODISHA,JAGATSINGHPUR,98.58333333333331,141.44444444444443,203.75,93.16666666666669,23.916666666666668,0.0,540.6388888888888,1101.5,Low,0
ODISHA,JAJPUR,176.66666666666666,221.3055555555556,240.69444444444449,99.16666666666669,37.5,0.0,291.86111111111114,1067.1944444444446,Low,0
ODISHA,JHARSUGUDA,77.16666666666667,57.19444444444444,118.44444444444446,41.97222222222222,5.916666666666667,0.0,257.63888888888886,558.3333333333334,Low,0
ODISHA,KALAHANDI,192.33333333333331,191.88888888888889,221.0,94.2222222222222,9.25,0.0,327.97222222222223,1036.6666666666667,Low,0
ODISHA,KANDHAMAL,127.66666666666669,95.91666666666669,145.72222222222223,37.41666666666666,3.9444444444444446,0.0,181.66666666666663,592.3333333333334,Low,0
ODISHA,KENDRAPARA,126.58333333333331,191.16666666666663,122.6111111111111,98.86111111111111,20.416666666666668,0.0,629.4166666666666,1189.0555555555554,Low,0
ODISHA,KEONJHAR,270.25,168.86111111111111,330.69444444444446,104.55555555555554,18.63888888888889,0.0,360.8333333333333,1253.8333333333333,Low,0
ODISHA,KHURDA,116.58333333333331,175.91666666666666,130.2777777777778,89.94444444444444,18.444444444444443,0.0,974.8055555555557,1505.9722222222224,Low,0
ODISHA,KORAPUT,216.33333333333331,126.05555555555556,173.72222222222226,55.0,4.333333333333333,0.0,455.2777777777778,1030.7222222222222,Low,0
ODISHA,MALKANGIR,43.375,47.583333333333336,33.458333333333336,12.708333333333332,2.0,0.0,117.66666666666669,256.79166666666663,Low,0
ODISHA,MALKANGIRI,57.0,35.0,63.0,16.0,4.0,0.0,48.0,223.0,Low,0
ODISHA,MAYURBHANJ,367.25,252.2222222222222,395.2222222222222,162.25,24.916666666666668,0.6666666666666666,721.8888888888888,1924.4166666666667,Low,0
ODISHA,NABARANGPUR,219.0,197.0,400.0,93.0,1.0,0.0,691.0,1601.0,Low,0
ODISHA,NAYAGARH,73.5,103.69444444444444,32.97222222222222,26.0,10.388888888888888,0.0,387.6944444444444,634.25,High,1
ODISHA,NOWRANGPUR,142.625,139.0,85.125,46.333333333333336,0.625,0.0,535.0833333333334,948.7916666666669,Low,0
ODISHA,NUAPADA,59.66666666666666,88.27777777777777,145.13888888888889,43.583333333333336,4.694444444444444,0.0,408.4166666666667,749.7777777777777,Low,0
ODISHA,PURI,161.08333333333334,216.75,128.0,139.11111111111111,26.36111111111111,0.0,1649.5555555555557,2320.861111111111,High,1
ODISHA,RAYAGADA,159.91666666666666,149.4722222222222,136.25,66.0,2.194444444444444,0.0,294.47222222222223,808.3055555555555,Low,0
ODISHA,ROURKELA,168.58333333333334,129.55555555555554,185.8611111111111,67.77777777777779,4.111111111111111,0.3333333333333333,633.8333333333334,1190.0555555555554,Low,0
ODISHA,SAMBALPUR,189.16666666666663,120.86111111111111,118.22222222222224,35.666666666666664,7.194444444444444,0.6666666666666666,922.1944444444443,1393.9722222222224,Low,0
ODISHA,SONEPUR,45.583333333333336,35.583333333333336,67.38888888888889,27.416666666666668,2.305555555555556,0.0,227.91666666666663,406.1944444444444,Low,0
ODISHA,SRP CUTTACK,0.6666666666666666,3.9166666666666665,9.36111111111111,0.9444444444444444,0.0277777777777777,1.6666666666666667,64.19444444444444,80.77777777777777,Low,0
ODISHA,SRP ROURKELA,3.25,8.88888888888889,13.805555555555555,0.3611111111111111,0.0833333333333333,0.0,82.6111111111111,109.0,Low,0
ODISHA,SUNDARGARH,131.66666666666666,87.0,112.66666666666669,41.0,7.916666666666667,3.6666666666666665,304.3611111111111,688.2777777777777,Low,0
PUDUCHERRY,KARAIKAL,10.714285714285714,5.761904761904762,13.80952380952381,0.9523809523809524,0.3809523809523809,0.0,336.0476190476191,367.6666666666667,Low,0
PUDUCHERRY,PONDICHERRY,17.571428571428573,29.0,52.142857142857146,8.428571428571429,3.0,0.0,2259.285714285714,2369.428571428572,High,1
PUDUCHERRY,PUDUCHERRY,22.8,53.333333333333336,28.666666666666668,6.0,0.6,0.0,1437.6666666666667,1549.0666666666666,High,1
PUNJAB,AMRITSAR,73.825,132.975,59.475,50.375,4.625,0.0,310.725,632.0,Low,0
